Order ID,Customer_ID,Order_date,Product,Order_value_gross,Order value_net,Discount_applied ,Payment_mode,Shipping_city,Pincode,First order_vs_repeat,Channel source_last_touch,Delivered_Returned_RTO
ORD-20220628-002755,CUST-0007241,6/28/2022,Single item,2058,1822,11.50%,Card,Surat,746684,First,Organic Instagram,Delivered
ORD-20220628-002756,CUST-0000749,6/28/2022,2-item cart,2381,2102,11.70%,UPI,Mumbai,644574,Repeat,Google,Delivered
ORD-20220628-002757,CUST-0016450,6/28/2022,Mixed Cart,1800,1655,8.10%,COD,Pune,122251,First,Meta,Delivered
ORD-20220628-002758,CUST-0001207,6/28/2022,Mixed Cart,1925,1635,15.10%,Card,Ahmedabad,422124,First,Meta,Delivered
ORD-20220628-002759,CUST-0004664,6/28/2022,2-item cart,1800,1424,20.90%,Card,Hyderabad,755544,First,Influencer,Returned
ORD-20220628-002760,CUST-0012489,6/28/2022,2-item cart,1997,1865,6.60%,UPI,Mumbai,479592,First,Meta,Delivered
ORD-20220628-002761,CUST-0013587,6/28/2022,Mixed Cart,1800,1536,14.70%,UPI,Surat,754966,Repeat,Google,RTO
ORD-20220628-002762,CUST-0009372,6/28/2022,Mixed Cart,2186,2009,8.10%,Card,Kolkata,804706,First,Meta,Delivered
ORD-20220628-002763,CUST-0008800,6/28/2022,2-item cart,2147,1938,9.70%,COD,Mumbai,263587,First,Email/SMS,Delivered
ORD-20220628-002764,CUST-0005497,6/28/2022,Mixed Cart,2006,1738,13.40%,UPI,Chennai,593608,First,Influencer,Returned
ORD-20220628-002765,CUST-0008779,6/28/2022,Mixed Cart,1800,1482,17.70%,Card,Surat,178485,First,Meta,Delivered
ORD-20220628-002766,CUST-0017513,6/28/2022,Single item,1800,1435,20.30%,Card,Chennai,134019,First,Meta,Delivered
ORD-20220628-002767,CUST-0014657,6/28/2022,2-item cart,1949,1767,9.30%,COD,Indore,708758,First,Meta,Delivered
ORD-20220628-002768,CUST-0002994,6/28/2022,Single item,1800,1530,15.00%,Card,Kolkata,171111,First,Google,RTO
ORD-20220628-002769,CUST-0025270,6/28/2022,2-item cart,1847,1666,9.80%,COD,Coimbatore,779517,First,Instagram DM,Returned
ORD-20220628-002770,CUST-0014265,6/28/2022,Single item,1800,1649,8.40%,NetBanking,Bhubaneswar,377326,First,Instagram DM,Delivered
ORD-20220628-002771,CUST-0001867,6/28/2022,2-item cart,2730,2284,16.40%,COD,Gurgaon,451398,First,Email/SMS,RTO
ORD-20220628-002772,CUST-0002880,6/28/2022,Mixed Cart,2029,1796,11.50%,Card,Kolkata,427659,First,Meta,Delivered
ORD-20220629-002773,CUST-0026716,6/29/2022,2-item cart,2232,1824,18.30%,UPI,Mumbai,532867,First,Google,Delivered
ORD-20220629-002774,CUST-0003809,6/29/2022,Mixed Cart,1800,1392,22.70%,UPI,Mysuru,786253,First,Influencer,Returned
ORD-20220629-002775,CUST-0009771,6/29/2022,Single item,1944,1621,16.60%,COD,Delhi,373335,First,Google,Returned
ORD-20220629-002776,CUST-0012743,6/29/2022,2-item cart,2017,1829,9.30%,UPI,Delhi,583824,First,Google,RTO
ORD-20220629-002777,CUST-0012510,6/29/2022,2-item cart,1945,1758,9.60%,Card,Kanpur,725940,First,Meta,Delivered
ORD-20220629-002778,CUST-0019099,6/29/2022,2-item cart,1815,1724,5.00%,UPI,Noida,195898,First,Meta,Returned
ORD-20220629-002779,CUST-0026744,6/29/2022,Mixed Cart,2405,1954,18.80%,Card,Vadodara,478206,First,Meta,Delivered
ORD-20220629-002780,CUST-0001456,6/29/2022,2-item cart,2404,2187,9.00%,UPI,Bhubaneswar,238580,First,Google,Returned
ORD-20220629-002781,CUST-0023434,6/29/2022,Single item,1800,1539,14.50%,Card,Mumbai,344278,First,Meta,RTO
ORD-20220630-002782,CUST-0015792,6/30/2022,2-item cart,1800,1350,25.00%,UPI,Jaipur,221074,First,Offline (Friends/Family),RTO
ORD-20220630-002783,CUST-0017760,6/30/2022,Mixed Cart,1800,1602,11.00%,UPI,Hyderabad,167461,First,Organic Instagram,Delivered
ORD-20220630-002784,CUST-0003799,6/30/2022,Single item,2159,1930,10.60%,UPI,Chennai,501829,First,Meta,Returned
ORD-20220630-002785,CUST-0007295,6/30/2022,2-item cart,2210,1970,10.90%,COD,Indore,668110,First,Google,Delivered
ORD-20220630-002786,CUST-0021038,6/30/2022,Mixed Cart,2122,1868,12.00%,UPI,Rajkot,736468,First,Influencer,Delivered
ORD-20220630-002787,CUST-0011982,6/30/2022,Single item,2155,1922,10.80%,UPI,Kanpur,216340,First,Meta,Delivered
ORD-20220630-002788,CUST-0000392,6/30/2022,2-item cart,2478,2161,12.80%,UPI,Hyderabad,251316,Repeat,Organic Instagram,Delivered
ORD-20220630-002789,CUST-0006987,6/30/2022,Single item,1800,1577,12.40%,Card,Coimbatore,604073,First,Google,Returned
ORD-20220630-002790,CUST-0012736,6/30/2022,Mixed Cart,1922,1626,15.40%,Card,Mumbai,300121,First,Instagram DM,Delivered
ORD-20220630-002791,CUST-0012725,6/30/2022,Single item,2019,1729,14.30%,Card,Bhubaneswar,187000,First,Google,RTO
ORD-20220630-002792,CUST-0001486,6/30/2022,Mixed Cart,2063,1828,11.40%,UPI,Mumbai,237338,First,Meta,Delivered
ORD-20220701-002793,CUST-0019946,7/1/2022,2-item cart,2302,2113,8.20%,Wallet,Delhi,300956,First,Google,Delivered
ORD-20220701-002794,CUST-0021173,7/1/2022,Mixed Cart,1800,1398,22.30%,COD,Delhi,408309,First,Meta,Delivered
ORD-20220701-002795,CUST-0026721,7/1/2022,2-item cart,2356,2069,12.20%,UPI,Mumbai,720981,First,Google,Delivered
ORD-20220701-002796,CUST-0011774,7/1/2022,2-item cart,1800,1350,25.00%,UPI,Pune,178265,First,Meta,Returned
ORD-20220701-002797,CUST-0008982,7/1/2022,2-item cart,1939,1737,10.40%,COD,Rajkot,693845,First,Meta,Delivered
ORD-20220701-002798,CUST-0002470,7/1/2022,Single item,1853,1644,11.30%,Card,Jaipur,217172,First,Influencer,Delivered
ORD-20220701-002799,CUST-0009192,7/1/2022,2-item cart,2389,1979,17.20%,Card,Hyderabad,533562,First,Influencer,Delivered
ORD-20220701-002800,CUST-0013565,7/1/2022,Single item,2420,2161,10.70%,COD,Kochi,588920,First,Meta,Delivered
ORD-20220701-002801,CUST-0011416,7/1/2022,Single item,1800,1592,11.60%,Card,Mumbai,380419,First,Email/SMS,RTO
ORD-20220702-002802,CUST-0000217,7/2/2022,Single item,1800,1516,15.80%,UPI,Ludhiana,792144,First,Meta,Returned
ORD-20220702-002803,CUST-0014882,7/2/2022,Single item,1981,1728,12.70%,Card,Chennai,199733,First,Influencer,Returned
ORD-20220702-002804,CUST-0017185,7/2/2022,Mixed Cart,2136,1911,10.50%,NetBanking,Chennai,602216,First,Offline (Friends/Family),Delivered
ORD-20220702-002805,CUST-0009868,7/2/2022,2-item cart,1800,1577,12.40%,NetBanking,Chennai,748321,First,Email/SMS,RTO
ORD-20220702-002806,CUST-0013076,7/2/2022,2-item cart,1988,1768,11.10%,Card,Gurgaon,433425,First,Meta,Delivered
ORD-20220702-002807,CUST-0025759,7/2/2022,2-item cart,2004,1866,6.90%,Card,Ahmedabad,158206,First,Meta,Returned
ORD-20220702-002808,CUST-0001469,7/2/2022,Single item,2355,2021,14.20%,UPI,Nashik,631395,First,Offline (Friends/Family),Delivered
ORD-20220702-002809,CUST-0022996,7/2/2022,Mixed Cart,1847,1567,15.20%,UPI,Hyderabad,519237,First,Meta,Returned
ORD-20220702-002810,CUST-0002049,7/2/2022,Mixed Cart,2312,2197,5.00%,Card,Mumbai,169314,First,Meta,Delivered
ORD-20220702-002811,CUST-0006175,7/2/2022,Mixed Cart,2006,1709,14.80%,COD,Jaipur,499512,First,Instagram DM,Delivered
ORD-20220702-002812,CUST-0012410,7/2/2022,Mixed Cart,1916,1710,10.70%,UPI,Bhopal,239583,First,Meta,Returned
ORD-20220702-002813,CUST-0007413,7/2/2022,Single item,2155,1761,18.30%,COD,Gurgaon,400628,First,Instagram DM,RTO
ORD-20220702-002814,CUST-0015909,7/2/2022,2-item cart,2268,1969,13.20%,Card,Bengaluru,316396,First,Google,Delivered
ORD-20220702-002815,CUST-0014391,7/2/2022,Single item,2192,1975,9.90%,UPI,Noida,211365,First,Instagram DM,Delivered
ORD-20220702-002816,CUST-0018542,7/2/2022,Single item,2035,1872,8.00%,COD,Kanpur,652161,First,Meta,RTO
ORD-20220702-002817,CUST-0010183,7/2/2022,Single item,1866,1669,10.60%,UPI,Chennai,595663,First,Google,Delivered
ORD-20220702-002818,CUST-0014800,7/2/2022,2-item cart,1800,1500,16.70%,NetBanking,Gurgaon,473675,First,Meta,Delivered
ORD-20220702-002819,CUST-0000719,7/2/2022,Single item,2076,1812,12.70%,COD,Ahmedabad,766898,First,Meta,Delivered
ORD-20220703-002820,CUST-0002216,7/3/2022,Single item,2028,1753,13.50%,Wallet,Ranchi,822574,First,Meta,RTO
ORD-20220703-002821,CUST-0018155,7/3/2022,2-item cart,1918,1571,18.10%,COD,Delhi,604642,First,Email/SMS,Delivered
ORD-20220703-002822,CUST-0001451,7/3/2022,2-item cart,1800,1350,25.00%,Card,Lucknow,629197,First,Influencer,Delivered
ORD-20220703-002823,CUST-0004881,7/3/2022,Mixed Cart,2123,1954,8.00%,Card,Delhi,827242,First,Meta,Delivered
ORD-20220703-002824,CUST-0026348,7/3/2022,2-item cart,2699,2323,13.90%,COD,Pune,244632,Repeat,Google,Delivered
ORD-20220703-002825,CUST-0008629,7/3/2022,2-item cart,2090,1857,11.20%,UPI,Nagpur,237697,First,Meta,Returned
ORD-20220703-002826,CUST-0019579,7/3/2022,Mixed Cart,1800,1552,13.80%,Card,Bengaluru,593772,First,Email/SMS,Returned
ORD-20220703-002827,CUST-0026568,7/3/2022,Mixed Cart,1800,1451,19.40%,UPI,Visakhapatnam,347798,First,Meta,Returned
ORD-20220703-002828,CUST-0020161,7/3/2022,2-item cart,1906,1596,16.30%,Card,Mumbai,157929,First,Influencer,Returned
ORD-20220703-002829,CUST-0024213,7/3/2022,Mixed Cart,1935,1696,12.30%,COD,Vadodara,688341,First,Google,Delivered
ORD-20220703-002830,CUST-0016769,7/3/2022,Mixed Cart,1800,1493,17.10%,Card,Rajkot,247190,First,Google,Returned
ORD-20220703-002831,CUST-0007196,7/3/2022,Single item,1800,1577,12.40%,Card,Ahmedabad,412479,First,Meta,Delivered
ORD-20220703-002832,CUST-0015646,7/3/2022,Single item,1994,1675,16.00%,Card,Bengaluru,152947,First,Instagram DM,Returned
ORD-20220703-002833,CUST-0024177,7/3/2022,2-item cart,2067,1725,16.60%,COD,Lucknow,525596,First,Meta,Delivered
ORD-20220703-002834,CUST-0009458,7/3/2022,2-item cart,1800,1573,12.60%,Card,Mysuru,480412,First,Meta,Delivered
ORD-20220704-002835,CUST-0018011,7/4/2022,Mixed Cart,1989,1753,11.90%,COD,Pune,299777,First,Google,Returned
ORD-20220704-002836,CUST-0016497,7/4/2022,Single item,2559,2120,17.10%,Card,Rajkot,283050,First,Influencer,Delivered
ORD-20220704-002837,CUST-0019619,7/4/2022,2-item cart,2226,2115,5.00%,UPI,Visakhapatnam,423907,First,Meta,Delivered
ORD-20220704-002838,CUST-0013183,7/4/2022,Single item,1800,1515,15.80%,Card,Ranchi,144039,First,Google,Delivered
ORD-20220704-002839,CUST-0008672,7/4/2022,Mixed Cart,2290,2132,6.90%,UPI,Hyderabad,400579,Repeat,Email/SMS,RTO
ORD-20220704-002840,CUST-0011518,7/4/2022,2-item cart,2119,1977,6.70%,UPI,Ranchi,300124,First,Organic Instagram,Delivered
ORD-20220704-002841,CUST-0023185,7/4/2022,Single item,1845,1753,5.00%,UPI,Indore,346480,First,Meta,Delivered
ORD-20220704-002842,CUST-0018986,7/4/2022,2-item cart,2044,1832,10.40%,UPI,Hyderabad,689323,First,Influencer,Delivered
ORD-20220704-002843,CUST-0018803,7/4/2022,2-item cart,2044,1901,7.00%,COD,Ludhiana,328706,First,Meta,Delivered
ORD-20220704-002844,CUST-0010894,7/4/2022,Mixed Cart,1800,1625,9.70%,Card,Jaipur,609375,First,Google,Delivered
ORD-20220705-002845,CUST-0010113,7/5/2022,Mixed Cart,2181,1913,12.30%,UPI,Delhi,734548,First,Meta,Delivered
ORD-20220705-002846,CUST-0009758,7/5/2022,2-item cart,2006,1775,11.50%,UPI,Gurgaon,246606,First,Google,RTO
ORD-20220705-002847,CUST-0000904,7/5/2022,Single item,1800,1509,16.20%,UPI,Mumbai,344823,First,Meta,Delivered
ORD-20220705-002848,CUST-0013524,7/5/2022,Single item,2100,1832,12.70%,NetBanking,Jaipur,273876,First,Meta,Delivered
ORD-20220705-002849,CUST-0012904,7/5/2022,Mixed Cart,1929,1713,11.20%,UPI,Ludhiana,372238,First,Influencer,RTO
ORD-20220705-002850,CUST-0002935,7/5/2022,Mixed Cart,1862,1693,9.10%,UPI,Kanpur,345062,First,Email/SMS,Delivered
ORD-20220705-002851,CUST-0012685,7/5/2022,Single item,2031,1762,13.20%,Card,Ranchi,722404,First,Meta,Delivered
ORD-20220705-002852,CUST-0022107,7/5/2022,2-item cart,1888,1617,14.30%,UPI,Hyderabad,515751,First,Meta,Returned
ORD-20220705-002853,CUST-0000971,7/5/2022,2-item cart,1800,1393,22.60%,COD,Hyderabad,825155,First,Meta,Delivered
ORD-20220705-002854,CUST-0016018,7/5/2022,Mixed Cart,2575,2232,13.30%,UPI,Nagpur,599208,Repeat,Meta,Delivered
ORD-20220705-002855,CUST-0004075,7/5/2022,Mixed Cart,1860,1767,5.00%,Card,Hyderabad,643082,First,Google,Delivered
ORD-20220705-002856,CUST-0005392,7/5/2022,2-item cart,2760,2218,19.60%,Card,Coimbatore,607322,First,Meta,Delivered
ORD-20220705-002857,CUST-0019372,7/5/2022,2-item cart,2110,1992,5.60%,UPI,Delhi,313998,First,Offline (Friends/Family),Returned
ORD-20220705-002858,CUST-0001019,7/5/2022,2-item cart,2312,2017,12.80%,Card,Ahmedabad,554908,First,Influencer,Delivered
ORD-20220705-002859,CUST-0010971,7/5/2022,2-item cart,2065,1878,9.00%,Card,Chandigarh,516057,First,Meta,Delivered
ORD-20220705-002860,CUST-0020591,7/5/2022,Mixed Cart,2002,1841,8.00%,COD,Delhi,574889,First,Instagram DM,Delivered
ORD-20220705-002861,CUST-0021649,7/5/2022,Mixed Cart,2361,1916,18.80%,UPI,Jaipur,739687,First,Google,Returned
ORD-20220705-002862,CUST-0007439,7/5/2022,Mixed Cart,1800,1544,14.20%,Card,Delhi,138297,First,Influencer,Returned
ORD-20220705-002863,CUST-0017203,7/5/2022,Mixed Cart,2211,2017,8.80%,UPI,Delhi,336401,First,Google,Delivered
ORD-20220706-002864,CUST-0008116,7/6/2022,Single item,2196,2000,8.90%,Card,Hyderabad,660358,First,Organic Instagram,Delivered
ORD-20220706-002865,CUST-0018989,7/6/2022,Mixed Cart,2335,1899,18.70%,COD,Mumbai,111372,Repeat,Meta,Returned
ORD-20220706-002866,CUST-0001504,7/6/2022,Mixed Cart,1908,1554,18.50%,COD,Nashik,537412,First,Meta,Delivered
ORD-20220706-002867,CUST-0020955,7/6/2022,2-item cart,1850,1640,11.30%,Wallet,Ahmedabad,789183,First,Influencer,Delivered
ORD-20220706-002868,CUST-0012243,7/6/2022,2-item cart,2082,1740,16.40%,COD,Rajkot,619286,Repeat,Influencer,Delivered
ORD-20220706-002869,CUST-0020519,7/6/2022,Single item,1923,1740,9.50%,COD,Noida,407458,First,Meta,Delivered
ORD-20220706-002870,CUST-0015825,7/6/2022,2-item cart,2238,2123,5.10%,COD,Mumbai,735292,First,Meta,Delivered
ORD-20220706-002871,CUST-0020770,7/6/2022,2-item cart,1805,1634,9.50%,Card,Jaipur,357526,First,Meta,RTO
ORD-20220706-002872,CUST-0021473,7/6/2022,2-item cart,1822,1705,6.50%,UPI,Vadodara,606038,First,Meta,Returned
ORD-20220706-002873,CUST-0006011,7/6/2022,2-item cart,2377,2095,11.90%,Card,Delhi,600044,First,Meta,Delivered
ORD-20220706-002874,CUST-0018792,7/6/2022,Single item,1805,1640,9.10%,Card,Kanpur,678068,First,Meta,Returned
ORD-20220706-002875,CUST-0003109,7/6/2022,Mixed Cart,1992,1843,7.50%,COD,Indore,243564,First,Meta,Delivered
ORD-20220706-002876,CUST-0003358,7/6/2022,2-item cart,2281,1886,17.30%,Card,Ranchi,370530,First,Email/SMS,Delivered
ORD-20220706-002877,CUST-0016033,7/6/2022,Single item,1800,1588,11.80%,Card,Noida,768473,First,Meta,Delivered
ORD-20220707-002878,CUST-0016252,7/7/2022,Mixed Cart,2080,1809,13.00%,UPI,Ahmedabad,324943,First,Influencer,Returned
ORD-20220707-002879,CUST-0026396,7/7/2022,Mixed Cart,2440,2131,12.70%,UPI,Delhi,478333,First,Meta,Delivered
ORD-20220707-002880,CUST-0014219,7/7/2022,Single item,2407,2098,12.80%,COD,Nagpur,612487,First,Meta,RTO
ORD-20220707-002881,CUST-0016583,7/7/2022,Single item,2167,1811,16.40%,UPI,Coimbatore,518904,Repeat,Meta,Delivered
ORD-20220707-002882,CUST-0024449,7/7/2022,Mixed Cart,2175,2067,5.00%,Card,Bhubaneswar,383776,First,Offline (Friends/Family),Delivered
ORD-20220707-002883,CUST-0019256,7/7/2022,2-item cart,1800,1477,18.00%,UPI,Delhi,305235,First,Offline (Friends/Family),Delivered
ORD-20220707-002884,CUST-0011216,7/7/2022,Mixed Cart,2255,1780,21.10%,UPI,Nagpur,166713,First,Meta,Returned
ORD-20220707-002885,CUST-0019600,7/7/2022,Single item,1945,1848,5.00%,Card,Chennai,315347,First,Email/SMS,Delivered
ORD-20220707-002886,CUST-0011555,7/7/2022,2-item cart,2142,2035,5.00%,UPI,Mumbai,366718,First,Google,Delivered
ORD-20220707-002887,CUST-0026356,7/7/2022,Mixed Cart,2085,1852,11.20%,UPI,Ahmedabad,281288,First,Meta,Delivered
ORD-20220708-002888,CUST-0010695,7/8/2022,Single item,2024,1837,9.20%,UPI,Bengaluru,320217,First,Email/SMS,Returned
ORD-20220708-002889,CUST-0016947,7/8/2022,Mixed Cart,2200,1897,13.80%,UPI,Kanpur,425576,First,Meta,Delivered
ORD-20220708-002890,CUST-0011358,7/8/2022,2-item cart,1800,1350,25.00%,UPI,Bengaluru,580064,First,Google,Delivered
ORD-20220708-002891,CUST-0024443,7/8/2022,Single item,1990,1807,9.20%,Card,Noida,394055,First,Meta,Delivered
ORD-20220708-002892,CUST-0002774,7/8/2022,2-item cart,2123,1832,13.70%,Card,Ahmedabad,821450,First,Google,Returned
ORD-20220708-002893,CUST-0003227,7/8/2022,Mixed Cart,1905,1520,20.20%,Card,Delhi,489938,First,Meta,Delivered
ORD-20220708-002894,CUST-0011028,7/8/2022,Mixed Cart,1835,1715,6.50%,Wallet,Surat,365516,First,Google,Delivered
ORD-20220708-002895,CUST-0009940,7/8/2022,Mixed Cart,1958,1644,16.00%,UPI,Jaipur,516513,First,Influencer,RTO
ORD-20220708-002896,CUST-0019176,7/8/2022,2-item cart,2524,2014,20.20%,COD,Nashik,451144,First,Google,Returned
ORD-20220708-002897,CUST-0007777,7/8/2022,Mixed Cart,1906,1734,9.00%,Wallet,Mumbai,543034,First,Meta,Delivered
ORD-20220708-002898,CUST-0012068,7/8/2022,Mixed Cart,2095,1876,10.40%,COD,Jaipur,191583,Repeat,Google,Delivered
ORD-20220708-002899,CUST-0009832,7/8/2022,Single item,1800,1652,8.20%,Card,Bhubaneswar,768072,First,Google,Delivered
ORD-20220708-002900,CUST-0004136,7/8/2022,Mixed Cart,1947,1618,16.90%,UPI,Kolkata,412471,First,Influencer,Returned
ORD-20220708-002901,CUST-0013052,7/8/2022,Mixed Cart,1800,1556,13.60%,COD,Mysuru,491879,Repeat,Meta,Delivered
ORD-20220708-002902,CUST-0008689,7/8/2022,2-item cart,1800,1380,23.30%,Wallet,Visakhapatnam,220649,First,Meta,Delivered
ORD-20220708-002903,CUST-0003848,7/8/2022,2-item cart,1940,1799,7.30%,UPI,Hyderabad,341733,First,Meta,Returned
ORD-20220708-002904,CUST-0025928,7/8/2022,Mixed Cart,1800,1601,11.10%,UPI,Bengaluru,272388,First,Instagram DM,Delivered
ORD-20220708-002905,CUST-0024544,7/8/2022,Mixed Cart,1959,1832,6.50%,NetBanking,Patna,228674,First,Meta,Returned
ORD-20220709-002906,CUST-0011946,7/9/2022,2-item cart,2025,1772,12.50%,UPI,Delhi,413867,First,Google,Returned
ORD-20220709-002907,CUST-0013893,7/9/2022,Mixed Cart,2190,1861,15.00%,NetBanking,Rajkot,805796,First,Meta,Delivered
ORD-20220709-002908,CUST-0013591,7/9/2022,Mixed Cart,1800,1468,18.50%,Card,Indore,752527,First,Meta,Delivered
ORD-20220709-002909,CUST-0024876,7/9/2022,2-item cart,2257,2144,5.00%,COD,Bengaluru,193318,First,Meta,Returned
ORD-20220709-002910,CUST-0004881,7/9/2022,Mixed Cart,1800,1385,23.00%,COD,Ahmedabad,352760,Repeat,Google,Delivered
ORD-20220709-002911,CUST-0022436,7/9/2022,Single item,1800,1421,21.10%,Card,Jaipur,652799,Repeat,Offline (Friends/Family),Delivered
ORD-20220709-002912,CUST-0024985,7/9/2022,Single item,1800,1366,24.10%,Card,Surat,207345,First,Organic Instagram,Returned
ORD-20220709-002913,CUST-0019406,7/9/2022,2-item cart,1800,1350,25.00%,UPI,Kochi,358895,Repeat,Email/SMS,Delivered
ORD-20220709-002914,CUST-0021814,7/9/2022,Single item,2328,2061,11.50%,Card,Delhi,697744,First,Google,Delivered
ORD-20220709-002915,CUST-0016655,7/9/2022,2-item cart,1831,1629,11.00%,UPI,Ludhiana,654980,First,Influencer,Delivered
ORD-20220709-002916,CUST-0026359,7/9/2022,Single item,2015,1914,5.00%,UPI,Mumbai,353884,First,Influencer,Returned
ORD-20220709-002917,CUST-0015753,7/9/2022,Mixed Cart,1800,1649,8.40%,UPI,Bhopal,543092,First,Organic Instagram,Returned
ORD-20220709-002918,CUST-0005455,7/9/2022,2-item cart,1971,1719,12.80%,COD,Surat,565181,First,Meta,Delivered
ORD-20220710-002919,CUST-0015545,7/10/2022,2-item cart,1800,1422,21.00%,Card,Visakhapatnam,395870,First,Meta,Delivered
ORD-20220710-002920,CUST-0008430,7/10/2022,2-item cart,1989,1738,12.60%,Card,Surat,706679,First,Meta,RTO
ORD-20220710-002921,CUST-0021417,7/10/2022,Mixed Cart,2231,1864,16.40%,UPI,Surat,120735,First,Instagram DM,Delivered
ORD-20220710-002922,CUST-0018526,7/10/2022,Mixed Cart,2553,2047,19.80%,COD,Bengaluru,727769,First,Meta,Delivered
ORD-20220710-002923,CUST-0017622,7/10/2022,Mixed Cart,2052,1820,11.30%,UPI,Pune,262982,First,Influencer,Delivered
ORD-20220710-002924,CUST-0004502,7/10/2022,2-item cart,2088,1764,15.50%,UPI,Mumbai,600430,First,Google,Delivered
ORD-20220710-002925,CUST-0006677,7/10/2022,2-item cart,1843,1524,17.30%,Card,Ahmedabad,425414,First,Email/SMS,Delivered
ORD-20220710-002926,CUST-0025796,7/10/2022,2-item cart,2024,1700,16.00%,UPI,Indore,829833,First,Organic Instagram,Delivered
ORD-20220710-002927,CUST-0025914,7/10/2022,2-item cart,1810,1688,6.70%,NetBanking,Bhubaneswar,592738,First,Google,RTO
ORD-20220711-002928,CUST-0012963,7/11/2022,Single item,1868,1671,10.50%,Card,Ahmedabad,554963,Repeat,Meta,Delivered
ORD-20220711-002929,CUST-0014869,7/11/2022,Single item,2038,1649,19.10%,UPI,Mumbai,565495,First,Organic Instagram,Delivered
ORD-20220711-002930,CUST-0016450,7/11/2022,Single item,1846,1680,9.00%,Card,Kolkata,588060,Repeat,Organic Instagram,Returned
ORD-20220711-002931,CUST-0018732,7/11/2022,Single item,1836,1707,7.00%,NetBanking,Hyderabad,799331,First,Meta,Delivered
ORD-20220711-002932,CUST-0017935,7/11/2022,Single item,2163,1971,8.90%,UPI,Lucknow,766313,First,Meta,Returned
ORD-20220711-002933,CUST-0015591,7/11/2022,Mixed Cart,2266,1839,18.80%,Wallet,Chennai,324761,First,Google,Delivered
ORD-20220711-002934,CUST-0014943,7/11/2022,Single item,1800,1426,20.80%,Card,Mumbai,152528,Repeat,Instagram DM,Delivered
ORD-20220711-002935,CUST-0010397,7/11/2022,2-item cart,2341,2163,7.60%,UPI,Surat,664430,First,Meta,Delivered
ORD-20220711-002936,CUST-0020256,7/11/2022,Mixed Cart,2215,1925,13.10%,Card,Hyderabad,249152,First,Influencer,Delivered
ORD-20220711-002937,CUST-0007064,7/11/2022,2-item cart,1962,1740,11.30%,UPI,Dehradun,313152,First,Email/SMS,RTO
ORD-20220711-002938,CUST-0012003,7/11/2022,Single item,2077,1915,7.80%,UPI,Mumbai,190542,First,Influencer,Delivered
ORD-20220711-002939,CUST-0009421,7/11/2022,Single item,2107,1955,7.20%,UPI,Ludhiana,592242,First,Email/SMS,Returned
ORD-20220711-002940,CUST-0013123,7/11/2022,Single item,2298,2142,6.80%,Card,Delhi,201215,Repeat,Meta,Delivered
ORD-20220711-002941,CUST-0013561,7/11/2022,2-item cart,2278,2021,11.30%,NetBanking,Hyderabad,133248,First,Meta,Delivered
ORD-20220711-002942,CUST-0004550,7/11/2022,2-item cart,1800,1611,10.50%,Wallet,Coimbatore,534865,First,Meta,RTO
ORD-20220711-002943,CUST-0001721,7/11/2022,Mixed Cart,1800,1436,20.20%,NetBanking,Kanpur,828469,Repeat,Instagram DM,RTO
ORD-20220711-002944,CUST-0025317,7/11/2022,Mixed Cart,2193,2052,6.40%,UPI,Delhi,657934,Repeat,Meta,Delivered
ORD-20220712-002945,CUST-0011960,7/12/2022,2-item cart,2148,1809,15.80%,COD,Delhi,350792,First,Organic Instagram,RTO
ORD-20220712-002946,CUST-0022966,7/12/2022,Mixed Cart,1952,1745,10.60%,UPI,Mumbai,548938,First,Influencer,Delivered
ORD-20220712-002947,CUST-0023143,7/12/2022,Mixed Cart,1918,1616,15.80%,Card,Mumbai,394594,First,Influencer,Delivered
ORD-20220712-002948,CUST-0010844,7/12/2022,Mixed Cart,2571,2165,15.80%,COD,Indore,259616,First,Meta,Delivered
ORD-20220712-002949,CUST-0016529,7/12/2022,2-item cart,1906,1811,5.00%,UPI,Bengaluru,162328,First,Meta,Delivered
ORD-20220712-002950,CUST-0006655,7/12/2022,2-item cart,1803,1632,9.50%,COD,Mumbai,615408,First,Meta,Returned
ORD-20220712-002951,CUST-0013095,7/12/2022,2-item cart,2322,1975,15.00%,Card,Bengaluru,535324,First,Meta,Delivered
ORD-20220712-002952,CUST-0017087,7/12/2022,Mixed Cart,2138,1935,9.50%,Card,Bhubaneswar,392649,First,Meta,Returned
ORD-20220712-002953,CUST-0024799,7/12/2022,2-item cart,2242,2099,6.40%,Card,Patna,332476,First,Instagram DM,Delivered
ORD-20220712-002954,CUST-0017665,7/12/2022,Mixed Cart,2244,1997,11.00%,UPI,Lucknow,586068,First,Meta,RTO
ORD-20220712-002955,CUST-0022591,7/12/2022,Mixed Cart,1800,1378,23.50%,COD,Delhi,182551,First,Offline (Friends/Family),Delivered
ORD-20220713-002956,CUST-0017964,7/13/2022,2-item cart,2413,2230,7.60%,UPI,Bhopal,187214,First,Meta,Delivered
ORD-20220713-002957,CUST-0023377,7/13/2022,2-item cart,1800,1350,25.00%,COD,Bhopal,155257,First,Influencer,Delivered
ORD-20220713-002958,CUST-0001374,7/13/2022,2-item cart,1865,1627,12.80%,UPI,Delhi,496514,First,Influencer,Delivered
ORD-20220713-002959,CUST-0012844,7/13/2022,Mixed Cart,1800,1569,12.90%,UPI,Mumbai,674118,First,Meta,Returned
